"ASSET","BKCLASS","DEP","DEPDOM","EQ","MUTUAL","NETINC","ROA","ROAPTX","ROAPTXQ","ROAQ","ROE","STNAME","TRUST"
70859,"NM",60332,60332,7236,0,-226,-0.632757816145591,-0.879141390573962,-2.28,-1.71,-5.86,"Texas",0
439660,"N",302265,302265,53668,0,818,0.749410228808319,0.943633906690181,0.94,0.75,6.14,"Arizona",0
447421,"N",387521,387521,30911,0,3732,0.83959429507825,1.28256352525217,1.15,0.75,11.33,"Nebraska",1
4776434,"NM",4078287,4078287,441977,0,-13573,-0.569625605355732,-0.769684933487373,-2.25,-1.7,-5.88,"Georgia",1
362819,"NM",303715,303715,36731,0,368,0.406886667412994,0.515242356017541,0.52,0.41,4.01,"West Virginia",1
2676439,"SM",2428007,2428007,221776,0,3278,0.489627620494531,0.554901345374369,0.55,0.49,6.06,"Texas",1
110524752,"NM",89863719,89863719,9180155,0,343560,1.22231328526167,1.64069835746716,1.64,1.22,14.76,"Utah",0
13339325,"NM",11788092,11788092,1298001,0,209990,1.61236235278949,2.07753568684847,1.62,1.28,17.2,"South Dakota",1
320251,"NM",296191,296191,18946,0,540,0.667376268903201,0.667376268903201,0.67,0.67,11.37,"Indiana",1
2417528,"N",2178574,2178574,210105,0,7331,1.21015583376906,1.21015583376906,1.21,1.21,14.03,"Texas",0
515658,"N",437166,437166,74341,0,1420,0.545325371070873,0.981201635976113,0.42,0.23,3.86,"New York",0
529906,"NM",469183,469183,58782,0,-892,-0.689065811771863,-1.05291110027472,-1.05,-0.69,-6.17,"Florida",0
36137,"SM",32079,32079,2817,0,-229,-0.651567745973937,-0.651567745973937,-1.94,-1.94,-6.42,"Nebraska",0
93990,"NM",81611,81611,11770,0,367,1.51885899339379,1.62232350248056,1.62,1.52,12.63,"Tennessee",0
420709,"NM",341432,341432,31386,0,1952,1.94101868677954,1.94101868677954,1.94,1.94,25.09,"Missouri",0
174600,"NM",152308,152308,21442,0,1135,2.62913299417132,2.62913299417132,2.63,2.63,21.56,"Georgia",0
653170,"SM",545101,545101,48862,0,2394,1.49701722132593,1.49701722132593,1.5,1.5,19.9,"Oklahoma",0
199425,"SB",174464,174464,21758,0,963,1.97258253660185,2.6751742396698,2.68,1.97,18.1,"Illinois",0
29194,"NM",26376,26376,2633,0,-1,-0.0132685386363259,0,0,-0.01,-0.15,"Minnesota",0
1016197,"NM",822000,822000,118775,0,3712,1.48546103015842,1.92485656116972,1.92,1.49,13.01,"North Carolina",0
140196,"NM",99227,99227,23810,0,600,1.71199286669639,1.8032991529202,1.8,1.71,10.16,"Iowa",1
60477,"NM",53419,53419,6957,0,324,1.06240538635159,1.11814887884534,0.99,0.94,9.73,"Iowa",1
228836,"NM",169193,169193,22317,0,706,1.2522559675052,1.317884113111,1.32,1.25,13.13,"Iowa",0
788555,"NM",710352,710352,56356,0,1339,0.685535094315473,0.86421451770315,0.86,0.69,9.55,"Florida",0
127421,"NM",111536,111536,14292,0,446,1.42051788387426,1.78679491671179,1.79,1.42,12.62,"Nebraska",0
13309822,"N",10300518,10300518,1657959,0,28527,0.853265774776061,1.17681104367054,1.18,0.85,6.86,"New Jersey",1
234565,"NM",204291,204291,24123,0,1189,0.497804885605358,0.638061098118222,0.27,0.23,4.65,"Kentucky",1
433277,"NM",363034,363034,55412,0,1174,1.08032377505984,1.0812439827047,1.08,1.08,8.49,"Kansas",0
112000,"NM",83900,83900,11991,0,775,1.42454942880164,3.06599799644017,2.97,0.62,12.61,"Minnesota",0
132471,"NM",111439,111439,20709,0,473,1.47534719785404,2.08357701515116,2.08,1.48,9.22,"Colorado",1
121324,"NM",101402,101402,11600,0,545,1.76830356418617,1.76830356418617,1.77,1.77,18.83,"Oklahoma",0
30713,"SM",25975,25975,3278,0,18,0.235163471274129,0.235163471274129,0.24,0.24,2.2,"Nebraska",0
2205573,"NM",1920933,1920933,236854,0,5023,0.914029917966133,1.16150765804854,1.16,0.91,8.49,"Pennsylvania",1
98077,"NM",88614,88614,8894,0,481,2.04219185352262,2.04219185352262,2.04,2.04,20.85,"Oklahoma",0
232150,"NM",194934,194934,34790,0,186,0.336393580489172,0.336393580489172,0.34,0.34,2.14,"Minnesota",0
3211996,"NM",2754213,2754213,262571,0,2828,0.356685255059755,0.429964651520051,0.43,0.36,4.32,"Louisiana",1
198623,"NM",161609,161609,19957,0,361,0.73100599384416,0.830228414061234,0.83,0.73,7.24,"Arizona",0
153140,"SB",125172,125172,23766,0,82,0.215381382643412,0.26003362050851,0.26,0.22,1.43,"Ohio",0
139798,"N",129367,129367,9222,0,437,1.27303182579564,1.32838103561285,1.33,1.27,18.84,"Illinois",0
596347,"NM",468794,468794,68966,0,720,0.490340880553472,0.681029000768712,0.68,0.49,4.2,"New York",0
54643,"NM",49719,49719,4812,0,238,0.584479112944817,0.584479112944817,0.64,0.64,6.49,"Illinois",0
984565,"SM",775205,775205,97120,0,369,0.149675019634706,0.178068654795761,0.18,0.15,1.52,"Massachusetts",0
208403,"NM",167723,167723,27131,0,246,0.478464246467436,0.606832702836748,0.61,0.48,3.64,"Nebraska",0
15917,"NM",14278,14278,1604,0,16,0.129381832517096,0.129381832517096,0.17,0.17,1.47,"Mississippi",0
497981,"NM",373363,373363,76071,0,1525,1.2070913649433,1.51262399895517,1.51,1.21,8.08,"Nebraska",1
200390,"SM",168232,168232,31698,0,875,0.8586007261309,1.1618094397017,1.22,0.87,5.6,"Massachusetts",1
1070407,"NM",946043,946043,100939,0,2445,0.91264077460619,1.18923251856659,1.19,0.91,9.76,"Alabama",0
86919,"SB",73327,73327,13369,0,258,1.17853961583263,1.40237078318069,1.4,1.18,7.8,"Ohio",0
2825117,"NM",2251814,2251814,384147,0,45654,6.58366780554862,6.58366780554862,6.58,6.58,45.3,"Texas",0
89015,"NM",70439,70439,14139,0,376,0.554685727088906,0.554685727088906,0.99,0.99,4.39,"Minnesota",0
6313647,"SM",4949434,4949434,715745,0,43381,0.94061027821197,1.42493317958402,1.33,0.89,8.38,"West Virginia",1
157771,"NM",141443,141443,15577,0,453,1.20743652961951,1.20743652961951,1.21,1.21,11.64,"Montana",0
1920803,"NM",1639966,1639966,138071,0,7755,1.66991956446431,2.32022995578374,2.32,1.67,22.89,"Illinois",0
79848,"SB",500,500,77369,0,2966,15.0318019410587,20.5002153916327,20.5,15.03,15.63,"New Hampshire",1
94709,"NM",86288,86288,8249,0,247,1.074123198017,1.14805070557283,1.15,1.07,11.88,"Alabama",0
89163,"NM",76745,76745,10342,0,456,2.00438459129345,2.00438459129345,2,2,18.02,"Kentucky",0
546423,"SM",447428,447428,60282,0,2128,1.62698594736762,2.0559047051088,2.06,1.63,14.25,"Mississippi",0
164381,"SM",146220,146220,17759,0,518,1.2637151517739,1.34422210159733,1.34,1.26,11.95,"South Dakota",0
52130,"SB",36043,36043,10385,1,-49,-0.376723847965019,-0.530488683869108,-0.53,-0.38,-1.88,"Nebraska",0
881837,"NM",726491,726491,91033,0,3111,1.45048573904661,1.87150426118068,1.87,1.45,13.85,"Georgia",1
373484,"NM",310786,310786,27654,0,651,0.700563086997345,0.845841146512923,0.85,0.7,9.3,"Illinois",0
445393,"NM",398108,398108,22696,0,-2900,-1.26559445116842,-1.26559445116842,-2.3,-2.3,-24.07,"South Carolina",1
14489,"NM",12384,12384,2019,0,123,1.06813365030775,1.39812616015892,1.53,1.16,7.63,"Nebraska",0
50522,"NM",39691,39691,6716,0,150,1.17027501462844,1.16247318119758,1.16,1.17,8.51,"Illinois",0
129566,"NM",117032,117032,11548,0,233,0.704124264333688,0.704124264333688,0.7,0.7,8.07,"Illinois",0
398119,"SM",340271,340271,40101,0,2142,2.0878388504215,2.0878388504215,2.09,2.09,21.24,"Ohio",0
74353,"NM",54746,54746,9136,0,593,1.09971681120515,1.09971681120515,0.1,0.1,8.88,"Washington",0
99788,"N",85782,85782,13762,0,796,1.02717878487261,1.02717878487261,1.26,1.26,8.45,"Minnesota",0
68173,"NM",57062,57062,10249,0,353,0.682046771125804,0.666589620505389,0.52,0.55,4.69,"Arkansas",1
160128,"NM",115108,115108,21489,0,363,0.891993254761751,1.23846997355351,1.24,0.89,6.79,"Illinois",0
3151043,"NM",2618809,2618809,252682,0,7397,0.934093644561078,1.19385173931059,1.19,0.93,11.72,"Idaho",0
478333,"SI",371841,371841,64510,0,4278,1.20115219993872,1.56868568047163,1.87,1.34,9.14,"Washington",0
1106658,"N",884850,884850,101645,0,3101,1.1249303947051,1.32336216700555,1.32,1.12,12.24,"Vermont",1
270828,"NM",238050,238050,30585,0,446,0.663499177134569,0.663499177134569,0.66,0.66,5.86,"Louisiana",0
14667000,"N",10909000,10909000,2257000,0,24000,0.637725445909589,0.876872488125685,0.88,0.64,4.28,"California",0
71721,"NM",64157,64157,7368,0,147,0.836808174534276,0.979122489931262,0.98,0.84,8.05,"Illinois",0
587387,"NM",508892,508892,58413,0,702,0.477041527076524,0.572178013957882,0.57,0.48,4.83,"Wisconsin",0
624159,"N",536910,536910,52524,0,1358,0.866825339960058,0.866825339960058,0.87,0.87,10.36,"Texas",0
1117907,"SB",953026,953026,111667,0,3575,0.42042723237006,0.525798645014417,0.62,0.54,4.27,"Indiana",0
245706,"NM",202590,202590,25426,0,665,1.12266129815099,1.60211364202298,1.6,1.12,10.6,"Montana",0
6417341,"SM",5358036,5358036,572850,0,35883,2.25369486263495,3.05686767158001,3.06,2.25,24.93,"California",1
5946532,"SB",5747861,5747861,182224,0,14150,0.806287446603044,1.14937272688551,1.15,0.81,29.89,"California",1
530385,"NM",473744,473744,49703,0,-2591,-0.638818199931857,-1.13414269381958,-3.39,-2.05,-5.44,"Florida",0
71711,"NM",65407,65407,6063,0,114,0.152291587626442,0.152291587626442,0.11,0.11,1.24,"Georgia",1
90379,"N",78418,78418,11694,0,115,0.507970162274381,0.649318381342035,0.65,0.51,3.96,"Ohio",0
277333,"NM",247643,247643,28633,0,1277,0.45842741805206,0.651921841176618,-0.06,0.02,4.58,"Missouri",0
26126524,"N",21061087,21061087,2383939,0,35157,0.538125394796242,0.7091126458492,0.71,0.54,5.92,"Florida",1
408410,"SI",334151,334151,63574,0,1232,0.39404447024562,0.575714323410809,1.09,0.89,2.61,"Pennsylvania",0
114104,"SI",95211,95211,9752,0,-45,-0.05122330718745,-0.09561684008324,-0.11,-0.06,-0.62,"Massachusetts",0
175659,"N",150830,150830,22952,0,218,0.496173433099092,0.703291701044126,0.7,0.5,3.82,"California",0
807346,"N",701176,701176,74278,0,2992,1.51447757293833,1.51447757293833,1.51,1.51,16.43,"Oklahoma",0
60583,"NM",51784,51784,5431,0,220,1.44119357031141,1.44119357031141,1.44,1.44,15.93,"Arkansas",0
181997,"SB",162885,162885,17061,0,-154,-0.359055962602223,-0.359055962602223,-0.36,-0.36,-3.59,"Mississippi",0
595525,"NM",565023,565023,24074,0,1558,1.04422630153375,1.04891794730444,1.05,1.04,28.73,"Wisconsin",1
636959,"SM",544413,544413,71851,0,1137,0.730664618835017,0.97229161679629,0.97,0.73,6.33,"West Virginia",0
282036,"N",259867,259867,18299,0,131,0.183291125071707,0.194484476221125,0.19,0.18,2.8,"New York",0
100565,"NM",93301,93301,6759,0,264,1.02865826335989,1.02865826335989,1.03,1.03,15.83,"Ohio",0
74943,"NM",64929,64929,9805,0,154,0.82441113490364,0.9796573875803,0.98,0.82,6.28,"Missouri",0
186253,"NM",160301,160301,21518,0,686,1.50023236106175,1.50023236106175,1.5,1.5,12.84,"Missouri",0
879274,"NM",765482,765482,35331,0,1861,0.880974895055818,0.880974895055818,0.88,0.88,20.15,"Louisiana",0
126117,"NM",98361,98361,11982,0,-885,-0.709657760528595,-0.709657760528595,-4.76,-4.76,-6.73,"Texas",1
1370574,"N",773959,773959,200396,0,-58,-0.0168828447011154,-0.0160095941131267,-0.02,-0.02,-0.12,"District Of Columbia",0
154808,"NM",111976,111976,14898,0,-203,-0.513964712398133,-0.513964712398133,-0.51,-0.51,-5.42,"Washington",0
82299,"NM",73238,73238,8530,0,365,1.72268337433556,1.72268337433556,1.72,1.72,17.37,"Montana",0
11561521,"SM",8537769,8537769,1254443,0,139,0.00479888631313173,0.112376798195999,0.11,0,0.04,"Maryland",0
36038,"NM",31500,31500,4351,0,181,2.01292833808299,2.14638215055258,2.15,2.01,17.16,"Minnesota",0
340376,"NM",295769,295769,35840,0,1325,1.54276964993683,1.57770028352031,1.58,1.54,15.08,"Nebraska",0
716762,"NM",598546,598546,84679,0,1741,0.980463932330531,1.31216597491679,1.31,0.98,9.26,"Oklahoma",0
425723,"NM",298485,298485,37446,0,674,0.633177465834016,0.663239303974504,0.66,0.63,7.27,"Kansas",0
285236,"N",254135,254135,29659,0,-2099,-0.700314223885686,-1.05831191908785,-2.17,-1.42,-6.82,"Texas",1
74790,"NM",67944,67944,6583,0,59,0.31695082561661,0.44050792712817,0.44,0.32,3.57,"Alabama",0
509251,"NM",437495,437495,32517,0,535,0.429029241149518,0.506013927411861,0.51,0.43,6.54,"Wisconsin",0
504099,"SM",433312,433312,60926,0,2221,1.75155656675986,2.48577501054798,2.49,1.75,14.53,"Missouri",1
191351,"NM",159951,159951,18347,0,294,0.614699471546628,0.825871738982714,0.83,0.61,6.4,"Kansas",0
4865249,"NM",2921830,2921830,456469,0,12596,1.04708222777218,1.38591258347236,1.39,1.05,11.14,"Michigan",0
394167,"NM",329437,329437,50029,0,1302,1.34269195815689,1.84284986883746,1.84,1.34,10.56,"Colorado",0
383745,"SB",259842,259842,96105,0,1286,1.35325330618408,1.36903775376788,1.37,1.35,5.39,"Maryland",0
286704000,"SM",238272000,238272000,16695000,0,167000,0.225960798507576,0.296319849539876,0.3,0.23,4.08,"Texas",1
215027,"NM",180583,180583,16993,0,704,0.340902597735903,0.636771187532262,0.47,0.15,4.23,"Maryland",0
99506,"NM",85722,85722,13662,0,557,2.14118562868497,2.14118562868497,2.14,2.14,16.11,"Missouri",0
139186,"NM",122656,122656,9954,0,387,1.09900642152008,1.21259881650923,1.21,1.1,15.42,"Minnesota",0
147005,"NM",128302,128302,13984,0,362,0.975547313707854,0.975547313707854,0.98,0.98,10.29,"North Dakota",0
159094,"SM",141822,141822,16992,0,4214,2.67910047326113,2.67910047326113,1.68,1.68,24.2,"Oklahoma",1
270731,"NM",236031,236031,33792,0,597,0.3622512475453,0.3622512475453,0.53,0.53,2.39,"Texas",0
572139,"SM",518342,518342,45494,0,1823,1.26913514496632,1.32552568075473,1.33,1.27,16.24,"Iowa",1
15936,"SB",13807,13807,2057,0,87,2.29060391640612,3.34375514233997,3.34,2.29,16.86,"Minnesota",0
548441,"NM",461123,461123,71692,0,1605,1.19622685454757,1.55472225457086,1.55,1.2,9,"South Carolina",0
2647182,"SI",2014889,2014889,206074,0,3873,0.590542289129002,0.775649012341655,0.78,0.59,7.57,"Massachusetts",0
486859,"N",409609,409609,44424,0,1377,1.12237630783432,1.12237630783432,1.12,1.12,12.53,"Texas",0
236481,"NM",209972,209972,20680,0,1000,1.62007926237791,1.62007926237791,1.62,1.62,19.76,"Louisiana",1
155572769,"SM",125151536,49223919,11483735,0,225584,0.590100153324439,0.786916175010275,0.79,0.59,7.82,"Illinois",1
61771,"SM",52769,52769,6760,0,511,1.04633174511151,1.04633174511151,1.15,1.15,10.21,"Minnesota",0
2240280,"NM",1952585,1952585,225127,0,6238,1.10281548989038,1.51031624400986,1.51,1.1,11.02,"New York",0
37764,"SB",30926,30926,6834,1,94,1.00234591597356,1.00234591597356,1,1,5.54,"South Carolina",0
33864,"SM",30899,30899,2921,0,91,1.11371181177047,1.26057490782811,1.26,1.11,12.66,"New York",0
162234,"SI",136722,136722,24331,1,450,0.360403301376775,0.596667687834883,0.7,0.42,2.49,"Maryland",0
122244,"NM",106948,106948,12935,0,1451,1.58417826545339,1.58417826545339,1.93,1.93,15.49,"Georgia",0
552935,"N",487811,487811,46708,0,307,0.223837408006562,0.223837408006562,0.22,0.22,2.61,"Texas",0
226744,"NM",203811,203811,19788,0,654,1.17793797814331,1.38506774494221,1.39,1.18,13.18,"Georgia",0
4253594,"SM",3723559,3723559,447162,0,13184,1.23335868529053,1.57528268367774,1.58,1.23,11.85,"Florida",1
1773972,"SM",1580212,1580212,179331,0,11288,2.5476305405336,3.35899940952884,3.36,2.55,25.9,"Oklahoma",0
72828,"NM",66305,66305,6448,0,270,1.50524745989491,1.50524745989491,1.51,1.51,15.74,"North Dakota",0
107974,"N",96645,96645,10941,0,427,1.63667375764196,1.69416815193852,1.69,1.64,15.9,"Oklahoma",0
491438,"NM",418524,418524,42237,0,1014,0.842123621505296,1.13030596535376,1.13,0.84,9.62,"Illinois",1
423976,"SM",356972,356972,39328,0,209,0.202345366750977,0.21686776149387,0.22,0.2,2.1,"Tennessee",0
906779,"NM",788250,788250,95301,0,5657,1.26102870696074,1.74609118996349,1.75,1.27,12.01,"California",0
920261,"SI",774156,774156,139768,1,3388,1.49265978602493,1.88873450492588,1.89,1.49,9.84,"New York",0
242859,"NM",194820,194820,24245,0,1159,1.98627261120299,1.98627261120299,1.99,1.99,19.33,"Oklahoma",0
39217,"SB",500,500,31795,0,-795,-7.91724240953057,-7.91724240953057,-7.92,-7.92,-9.85,"Florida",0
876212,"NM",698718,698718,87613,0,2789,1.29869071580489,1.61672791870727,1.62,1.3,12.85,"Nebraska",1
91956,"SM",82179,82179,8591,0,573,0.647422512677278,1.03836176117002,0.03,-0.64,6.22,"Nebraska",1
86565,"NM",79080,79080,7373,0,-512,-0.581043017610597,-0.551536926872559,-5,-5.06,-7.48,"Minnesota",0
168810,"NM",136521,136521,30798,0,32,0.0375744884879205,0.0504907189056431,-0.59,-0.44,0.21,"Florida",0
78183,"SM",62714,62714,11198,0,351,1.76303281827828,2.39591639407048,2.4,1.76,12.39,"Montana",0
229560,"NM",186889,186889,27133,0,266,0.470849587010924,0.669102044699734,0.67,0.47,3.94,"California",0
1596015,"SI",1322000,1322000,147700,0,741,0.187941379283014,0.238921429533872,0.24,0.19,2.01,"Massachusetts",0
138105,"SM",114672,114672,12995,0,407,1.14031155440995,1.3112182001569,1.31,1.14,12.38,"Montana",1
328415,"NM",274659,274659,27760,0,724,0.894196982702723,1.23013839056894,1.23,0.89,10.93,"Minnesota",0
1194215,"SB",974334,974334,122609,0,-1208,-0.405126968988755,-0.560067912426507,-0.56,-0.41,-3.91,"Minnesota",0
122106,"N",104682,104682,13774,0,12,0.0393990010711603,0.0393990010711603,0.04,0.04,0.35,"Minnesota",0
219971,"SM",198736,198736,20506,0,510,0.861641130692798,0.861641130692798,0.86,0.86,10.07,"Texas",0
338215,"N",283572,283572,29469,0,367,0.436800111877958,0.476076416215758,0.48,0.44,4.79,"West Virginia",1
33814,"NM",26540,26540,7102,0,96,1.14236415832453,1.47555370450252,1.48,1.14,5.44,"Kansas",0
58479,"NM",52761,52761,3680,0,189,1.30935164578228,1.30935164578228,1.31,1.31,20.46,"Illinois",1
56319,"NM",50138,50138,6152,0,325,0.559954790111715,0.456578521168014,-0.29,0.1,5.33,"Mississippi",1
319014,"NM",293777,293777,23275,0,1147,1.44256542716507,1.59097233248806,1.59,1.44,19.58,"Illinois",1
223020,"SM",198719,198719,23277,0,913,1.65893677234136,1.73343448062832,1.73,1.66,15.91,"North Carolina",0
174816,"NM",145548,145548,22354,0,322,0.359095792334086,0.540874097149167,0.5,0.34,2.89,"New Mexico",0
839312,"SM",691340,691340,55249,0,1976,0.938011602909212,1.14735528554229,1.15,0.94,14.2,"Ohio",0
247562,"NM",203754,203754,21505,0,475,0.777624071967062,0.810366138155148,0.81,0.78,8.94,"Iowa",1
7336543,"NM",5309340,5309340,838590,0,12491,0.683149029349061,0.923079762817504,0.92,0.68,6.02,"Massachusetts",1
1105283,"NM",931999,931999,123041,0,9377,0.872197448313209,1.10519889952624,-0.11,-0.07,7.81,"Kentucky",1
17019,"NM",15277,15277,1710,0,22,0.521713354083296,0.569141840818141,0.57,0.52,5.68,"Nebraska",1
1000959,"NM",900237,900237,21473,0,2383,0.986517660963728,1.30486935264695,1.3,0.99,46.33,"Kansas",1
126233,"NM",114551,114551,9110,0,290,0.918979299199062,1.25805097166216,1.26,0.92,12.72,"Tennessee",0
397068,"N",358501,358501,36065,0,724,0.220073307673938,0.220073307673938,-1.02,-1.02,2.45,"Texas",0
2549157,"NM",2157612,2157612,178224,0,6615,1.05423807891207,1.09424015870148,1.09,1.05,14.93,"Kansas",1
250224,"NM",205996,205996,37919,0,382,0.604558322271525,0.895759189543673,0.9,0.6,4,"Michigan",0
140501,"NM",125137,125137,13550,0,294,0.831856716924677,1.07518895384822,1.08,0.83,8.6,"Iowa",1
3766797,"NM",3292791,3292791,427805,0,3240,0.342325089972595,0.462878462706772,0.46,0.34,3.02,"California",1
236917,"N",214239,214239,19323,0,484,0.791935025330876,0.791935025330876,0.79,0.79,9.95,"Minnesota",0
134244,"NM",118528,118528,8178,0,501,1.50133726897461,1.50133726897461,1.5,1.5,24.76,"Kentucky",0
3615824,"NM",2844969,2844969,394649,0,14698,1.65640896329343,2.31015970462322,2.31,1.66,15.19,"Georgia",0
58499,"N",53042,53042,5427,0,-141,-0.975129023055577,-0.975129023055577,-0.98,-0.98,-10.19,"Texas",0
1870142,"N",1563601,1563601,231759,0,6682,1.46920148997963,1.84760552533655,1.85,1.47,11.69,"Texas",0
78485,"N",61778,61778,5619,0,117,0.592465059752886,0.592465059752886,0.59,0.59,8.43,"Minnesota",0
187965,"NM",165135,165135,22278,0,648,1.33741644372093,1.62636444082113,1.63,1.34,11.81,"New Mexico",0
178937,"NM",159636,159636,17682,0,702,1.60915522216141,2.43436302839804,2.43,1.61,16.2,"Washington",0
677132,"SM",501943,501943,121076,0,1035,0.619382173762133,0.798314801737861,0.8,0.62,3.42,"Maine",0
243019,"NM",227506,227506,13957,0,717,1.16851130925825,1.20762465852213,1.21,1.17,20.34,"Kansas",0
95757,"NM",79846,79846,15297,0,205,0.853690911835592,1.12020905016475,1.12,0.85,5.4,"Illinois",0
184534,"SM",153456,153456,8938,0,1195,2.6182240443893,2.63136993917285,2.63,2.62,55.45,"Arkansas",1
301012,"SB",228553,228553,21827,0,241,0.323153224576406,0.412992502778146,0.41,0.32,4.41,"Ohio",0
563890,"NM",491019,491019,37384,0,1159,0.824307468819539,0.960862286777564,0.96,0.82,12.41,"Pennsylvania",0
708522,"N",613887,613887,46843,0,261,0.147260240158319,0.163058273585265,0.16,0.15,2.22,"Washington",1
920864,"N",802963,802963,102706,0,4859,0.655615415072262,0.809703252901553,0.92,0.76,6.49,"New York",0
639525,"N",558041,558041,47084,0,1166,0.721955161073862,0.757867167370846,0.76,0.72,9.86,"Iowa",1
403209,"NM",341379,341379,31781,0,1049,1.04176364925139,1.16292205269149,1.16,1.04,13.36,"Ohio",0
2003415,"NM",1625064,1625064,182991,0,3250,0.644231710323689,0.819462735531733,0.82,0.64,7,"Mississippi",1
105460,"NM",94599,94599,8877,0,418,0.812850031113877,0.910080896079652,0.95,0.85,8.76,"Nebraska",0
246966,"NM",204210,204210,22863,0,926,1.51940585652198,1.51940585652198,1.52,1.52,16.17,"Montana",0
769454,"NM",670706,670706,94151,0,3033,1.58553104900287,1.84847932386223,1.85,1.59,12.24,"Tennessee",1
120570,"SB",76915,76915,10754,0,428,0.722391317801547,1.13759754251926,1.16,0.63,8.1,"Minnesota",0
114622,"NM",101485,101485,12424,0,398,0.694226408512123,0.694226408512123,0.62,0.62,6.47,"New Mexico",0
1062040,"N",852019,852019,112101,0,-1265,-0.470735990138732,-0.579023874036259,-0.58,-0.47,-4.45,"California",0
126472,"NM",105641,105641,16687,0,501,1.59415793618595,2.06508682751434,2.07,1.59,12.13,"Iowa",1
257224,"SI",236551,236551,20028,0,-748,-0.384345148516759,-0.681339126916073,-2.17,-1.42,-4.86,"Massachusetts",0
557393,"NM",480629,480629,55354,0,2195,1.58800926399026,1.58800926399026,1.59,1.59,15.79,"Louisiana",0
163212,"NM",121932,121932,15422,0,298,0.725471221554773,0.754684827791877,0.75,0.73,7.77,"Iowa",1
682277,"N",547757,547757,122661,0,3049,1.79943845008683,2.52712215259816,2.53,1.8,10,"California",0
712873,"NM",505618,505618,140673,0,1963,0.290946106939517,0.222470762361801,0.88,1.15,2.1,"Illinois",1
651785,"NM",568588,568588,79963,0,1027,0.639393852137837,0.829281997125218,0.83,0.64,5.6,"Florida",0
65352,"SI",60713,60713,4414,1,-45,-0.275479985613823,-0.342819537652758,-0.34,-0.28,-4.05,"Illinois",0
61226,"NM",55119,55119,5858,0,253,1.60413397371883,1.60413397371883,1.6,1.6,17.64,"North Dakota",1
747548,"NM",490873,490873,60342,0,784,0.139918717061419,0.20809339807859,0.64,0.41,1.71,"Florida",0
2154963,"N",1940863,1940863,199326,0,3786,0.700658764515224,0.71268803543268,0.71,0.7,7.67,"Illinois",1
80182,"SM",74007,74007,5925,0,181,0.892328929205285,1.13389863932163,1.13,0.89,12.29,"Kansas",0
261534,"NM",222196,222196,34303,0,905,1.36993559032114,1.68327997396366,1.68,1.37,10.62,"New Mexico",0
52075,"SB",34698,34698,8971,0,30,0.231403364990599,0.285397483488406,0.29,0.23,1.34,"Kentucky",0
121303,"NM",98815,98815,17103,0,816,0.679813051410862,0.713970324827339,0.1,0.09,4.92,"Iowa",0
452095,"NM",394812,394812,34930,0,1085,0.960446851217046,1.09234231742105,1.09,0.96,12.22,"Kentucky",1
476411,"NM",366057,366057,79265,0,5038,1.08085888591296,1.57795099362641,2,1.34,6.39,"Missouri",1
91624,"NM",76965,76965,8457,0,155,0.681445984414671,0.681445984414671,0.68,0.68,7.34,"Missouri",0
9844931,"N",8604707,8604707,1007828,0,37004,1.50702237238326,1.83686169229278,1.84,1.51,14.81,"Ohio",1
124625,"SI",105876,105876,9187,1,240,0.774540217597392,0.997220530156643,1,0.77,10.48,"South Carolina",0
324218,"N",281153,281153,33207,0,1929,0.794978927277083,0.895536137362935,1.11,1.02,7.73,"Pennsylvania",0
40792,"SB",35018,35018,3148,1,6,0.0590159097056581,0.0590159097056581,0.06,0.06,0.75,"Illinois",0
1072851,"NM",948065,948065,103154,0,7275,0.932228870792732,1.35150761515477,1.7,1.15,9.74,"North Carolina",0
664775,"NM",604514,604514,-5387,0,1264,0.771071401882842,0.902226743184116,0.9,0.77,0,"Pennsylvania",1
1155894,"SM",1010499,1010499,108815,0,3047,1.0443125963138,1.2921097762071,1.29,1.04,11.28,"Ohio",1
827225,"SI",401078,401078,100810,0,-8529,-1.17819423129374,-1.56263725458961,-3.71,-2.86,-9.87,"Pennsylvania",0
455318,"NM",371502,371502,53821,0,112,0.0479103050645898,0.0598878813307373,-1.16,-0.94,0.41,"Kentucky",0
3288137,"NM",2613520,2613520,373713,0,39700,1.63953003678891,2.22980214801873,2.7,1.97,13.81,"Nevada",0
63252,"NM",51206,51206,5893,0,92,0.15095577980146,0.262531790959061,1.04,0.6,1.67,"Missouri",0
319934,"SL",293122,293122,23850,1,458,0.579092607402397,0.814269954513414,0.81,0.58,7.69,"New Jersey",0
1056030,"NM",766134,766134,105501,0,2199,0.82641095154231,0.837309504336638,0.84,0.83,8.38,"Wisconsin",0
116271,"N",108649,108649,6588,0,-148,-0.509422597022631,-0.509422597022631,-0.51,-0.51,-8.86,"West Virginia",1
66612,"NM",54000,54000,6693,0,15,0.0905079760153864,0.0543047856092318,0.05,0.09,0.9,"South Dakota",0
312829,"NM",240377,240377,17907,0,99,0.124781986018746,0.11469859320915,0.11,0.12,2.2,"Illinois",0
123585,"NM",110671,110671,8405,0,-35,-0.112449799196787,-0.112449799196787,-0.11,-0.11,-1.63,"California",1
652027,"NM",562655,562655,66742,0,2126,1.31329214109551,1.31329214109551,1.31,1.31,12.86,"Colorado",0
